facility_id,facility_name,source_dataset,facility_type_main,facility_type_sub,sigungu,dong,address,lat,lon,phone,homepage,operation_hours,closed_days,indoor_outdoor,fee_free_yn,parking_available_yn,nursing_room_yn,stroller_rental_yn,kids_zone_yn,age_target,theme_play_yn,theme_edu_yn,theme_nature_yn
,혜화아트센터,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 대학로 156,37.58496996,127.0030977,02-747-6943,http://hhart.co.kr/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,호림박물관,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 도산대로 317,37.52269761,127.0363446,02-541-3523,http://horimmuseum.org/sinsa/,,"일요일, 월요일, 1월 1일, 명절",,Y,,N,N,Y,연령제한없음,,,
,호림박물관,유아동반문화시설,문화시설,전시/공연,관악구,신림동,서울특별시 관악구 남부순환로152길 53,37.4808823,126.9182364,02-858-2500,http://www.horimmuseum.org/,,"주말, 월요일, 공휴일",,Y,,N,N,Y,연령제한없음,,,
,호림아트센터,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 도산대로 317,37.52269761,127.0363446,02-541-3540,http://horimmuseum.org/artcenter/,,"일요일, 월요일",,N,,N,N,Y,연령제한없음,,,
,호암산잣나무산림욕장,유아동반문화시설,문화시설,문화관광/명소,금천구,시흥동,서울특별시 금천구 호암로 250,37.45105077,126.9232766,02-879-6528,,,,,N,,N,N,Y,연령제한없음,,,
,호암아트홀,유아동반문화시설,문화시설,전시/공연,중구,순화동,서울특별시 중구 서소문로 88,37.56155336,126.9709958,02-751-9997,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,호원아트홀,유아동반문화시설,문화시설,전시/공연,강동구,성내동,서울특별시 강동구 성안로 30,37.5262902,127.130305,02-482-8794,https://crimcnmjk.cafe24.com/bbs/board.php?bo_table=board0104&wr_id=1,,,,N,,N,N,Y,프로그램별 상이,,,
,홍대 롤링홀,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 어울마당로 35,37.54849752,126.920121,02-325-6071,http://www.rollinghall.co.kr/,,연중무휴,,Y,,N,N,Y,공연별 상이,,,
,홍대난타극장,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 양화로16길 29,37.55319621,126.9211754,02-739-8288,https://www.nanta.co.kr:452/,,,,Y,,N,N,Y,연령제한없음,,,
,홍대콘텐츠라운지 러,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 와우산로29길 31,37.55513265,126.9281144,02-6014-5566,https://loungerur.modoo.at/,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,홍릉수목원,유아동반문화시설,문화시설,전시/공연,동대문구,청량리동,서울특별시 동대문구 회기로 57,37.5940106,127.0448314,02-961-2526,http://nifos.forest.go.kr/,,"월요일, 공휴일",,N,,N,N,Y,연령제한없음,,,
,홍릉시험림(홍릉숲),유아동반문화시설,문화시설,문화관광/명소,동대문구,청량리동,서울특별시 동대문구 회기로 57,37.5940106,127.0448314,02-961-2777,https://www.forest.go.kr/newkfsweb/html/HtmlPage.do?pg=/rest/rest_0701.html&mn=KFS_14_01_10_02_08,,"공휴일, 월요일 ",,N,,N,N,Y,연령제한없음,,,
,홍사소극장,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 창경궁로 287,37.58673179,127.0019157,02-2677-1918,https://cafe.daum.net/hongsaa,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,홍익대대학로아트센터소극장,유아동반문화시설,문화시설,전시/공연,종로구,연건동,서울특별시 종로구 대학로 57,37.57655858,127.0014501,02-742-0300,http://www.hongikartcenter.com/main.do,,연중무휴,,Y,,N,N,Y,공연별 상이,,,
,홍익대학교대학로아트센터,유아동반문화시설,문화시설,전시/공연,종로구,연건동,서울특별시 종로구 대학로 57,37.57655858,127.0014501,02-742-0300,http://www.hongikartcenter.com/main.do,,연중무휴,,Y,,N,N,Y,공연별 상이,,,
,홍익대학교박물관,유아동반문화시설,문화시설,전시/공연,마포구,상수동,서울특별시 마포구 와우산로 94,37.55251925,126.9249906,02-320-1323,https://museum.hongik.ac.kr/html/,,"주말, 월요일, 명절",,N,,N,N,Y,연령제한없음,,,
,홍익대학교현대미술관,유아동반문화시설,문화시설,전시/공연,마포구,상수동,서울특별시 마포구 와우산로 94,37.55251925,126.9249906,02-320-3272,http://homa.hongik.ac.kr/,,"1관 주말, 2관 월요일 (1,2관 공휴일 정상 운영)",,N,,N,N,Y,연령제한없음,,,
,홍진임시의정원의장기념전시실,유아동반문화시설,문화시설,전시/공연,영등포구,여의도동,서울특별시 영등포구 의사당대로 1,37.53291197,126.9164039,02-6788-4211,www.nanet.go.kr,,"둘째 넷째 토요일, 공휴일",,N,,Y,Y,Y,연령제한없음,,,
,화랑대역사전시관,유아동반문화시설,문화시설,전시/공연,노원구,공릉동,서울특별시 노원구 화랑로 610,37.62425459,127.0932832,070-4179-3777,https://www.nowon.kr/www/info/info1/info1_06/info1_06_04.jsp,,"월요일, 공휴일 다음날(다음날이 주말: 개관), 1월 1일, 명절",,N,,N,N,Y,연령제한없음,,,
,화봉책박물관,유아동반문화시설,문화시설,전시/공연,종로구,관훈동,서울특별시 종로구 인사동7길 12,37.57306784,126.9852193,02-737-0057,http://www.hwabong.com/,,주말,,N,,N,N,Y,연령제한없음,,,
,화정박물관,유아동반문화시설,문화시설,전시/공연,종로구,평창동,서울특별시 종로구 평창8길 3,37.60454485,126.9660819,02-2075-0114,http://www.hjmuseum.or.kr//,,"월요일, 1월 1일, 명절",,Y,,N,N,Y,연령제한없음,,,
,환경재활용창작품연구회,유아동반문화시설,문화시설,전시/공연,양천구,신월동,서울특별시 양천구 화곡로4길 26,37.53707416,126.8281821,02-2698-3829,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,환기미술관,유아동반문화시설,문화시설,전시/공연,종로구,부암동,서울특별시 종로구 자하문로40길 63,37.59408777,126.9661137,02-391-7701,http://whankimuseum.org,,"월요일, 1월 1일, 명절",,Y,,N,N,Y,연령제한없음,,,
,황학정국궁전시관,유아동반문화시설,문화시설,전시/공연,종로구,사직동,서울특별시 종로구 사직로9길 15-32,37.57791836,126.9639458,02-722-1600,https://www.jfac.or.kr/,,월요일,,Y,,N,N,Y,연령제한없음,,,
,효명아트홀,유아동반문화시설,문화시설,전시/공연,금천구,가산동,서울특별시 금천구 가산디지털1로 24,37.46841605,126.8876624,02-880-0680,,,,,N,,N,N,Y,연령제한없음,,,
,효정유스센터,유아동반문화시설,문화시설,전시/공연,용산구,청파동,서울특별시 용산구 청파로47나길 28,37.54604104,126.9677727,02-718-3520,,,,,Y,,N,N,Y,연령제한없음,,,
,효창공원백범김구기념관,유아동반문화시설,문화시설,전시/공연,용산구,효창동,서울특별시 용산구 임정로 26,37.54427794,126.959253,02-799-3400,http://www.kimkoomuseum.org/,,월요일,,N,,N,Y,Y,연령제한없음,,,
,효천아트센터,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 성균관로 87,37.58997176,126.998282,02-3676-2352,,,주말,,N,,N,N,Y,연령제한없음,,,
,후암스테이지,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 대학로11길 23,37.5820588,127.0004181,0505-894-0202,,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,후암스튜디오,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 대학로11길 23,37.5820588,127.0004181,02-747-9139,,,월요일,,Y,,N,N,N,공연별 상이,,,
,후암시어터,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 대학로11길 23,37.5820588,127.0004181,02-747-2232,,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,후원,유아동반문화시설,문화시설,문화관광/명소,종로구,와룡동,서울특별시 종로구 율곡로 99,37.57886973,126.9897103,,,,연중무휴,,Y,,Y,Y,Y,연령제한없음,,,
,흥천사다목적문화센터,유아동반문화시설,문화시설,전시/공연,성북구,돈암동,서울특별시 성북구 흥천사길 29,37.59796095,127.0081186,02-929-6611,http://www.heungcheonsa.net/,,,,N,,N,N,Y,연령제한없음,,,
,흰물결 화이트홀,유아동반문화시설,문화시설,전시/공연,서초구,서초동,서울특별시 서초구 반포대로 150,37.49343312,127.0072823,02-535-7034,http://www.whitehall.kr/,,연중무휴,,Y,,N,N,Y,공연별 상이,,,
,AB갤러리,유아동반문화시설,문화시설,전시/공연,서초구,반포동,서울특별시 서초구 서래로 17,37.49666677,126.9980049,02-595-1218,http://www.abgallery.kr/,,"일요일, 월요일",,N,,N,N,Y,연령제한없음,,,
,ABOOKMUSEUM,유아동반문화시설,문화시설,전시/공연,종로구,청운동,서울특별시 종로구 자하문로 106-3,37.58555015,126.9704749,0507-1308-6026,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,ADM갤러리,유아동반문화시설,문화시설,전시/공연,강남구,역삼동,서울특별시 강남구 역삼로14길 20,37.49320866,127.0356382,02-554-0594,https://www.admgallery.co.kr/,,일요일,,Y,,N,N,Y,연령제한없음,,,
,AN아트홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로8가길 79,37.58248888,127.0035544,070-8817-5490,,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,APMCUEX홀,유아동반문화시설,문화시설,전시/공연,중구,광희동,서울특별시 중구 장충단로 253,37.5674871,127.0080789,02-2217-6363,,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,APSHOP,유아동반문화시설,문화시설,전시/공연,서대문구,연희동,서울특별시 서대문구 연희로28길 18,37.57451501,126.9365288,070-8808-3330,https://www.artistproof.org/,,주말,,N,,N,N,Y,연령제한없음,,,
,AT센터,유아동반문화시설,문화시설,전시/공연,서초구,양재동,서울특별시 서초구 강남대로 27,37.46827871,127.0391364,02-6300-1114,http://atcenter.at.or.kr/,,,,N,,N,N,Y,연령제한없음,,,
,BRAZILHALL,유아동반문화시설,문화시설,전시/공연,종로구,팔판동,서울특별시 종로구 청와대로 73,37.58167877,126.9804663,02-720-4428,,,"월요일, 화요일",,N,,N,N,Y,연령제한없음,,,
,CGV영등포,유아동반문화시설,문화시설,전시/공연,영등포구,영등포동,서울특별시 영등포구 영중로 15,37.51723326,126.903716,1544-1122,http://www.cgv.co.kr/theaters/?areacode=01&theaterCode=0059&date=20140707,,영화별 상이,,Y,,Y,Y,Y,영화별 상이,,,
,CJ아지트,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로12길 69,37.58100205,127.0039646,02-6740-1419,https://www.cjazit.org/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,CJ아지트,유아동반문화시설,문화시설,전시/공연,마포구,신정동,서울특별시 마포구 창전로 14,37.54424659,126.9303423,02-3272-2616,https://www.cjazit.org/,,,,N,,N,N,Y,프로그램별 상이,,,
,CKL스테이지,유아동반문화시설,문화시설,전시/공연,중구,다동,서울특별시 중구 청계천로 40,37.56852858,126.9816273,02-6441-3951,https://venture.ckl.or.kr/main.do,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,clubAOR,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 와우산로 156,37.55485624,126.9304068,,http://allofrock.co.kr/index.html,,공연별 상이,,Y,,N,N,Y,연령제한없음,,,
,coex신한카드artium,유아동반문화시설,문화시설,문화관광/명소,강남구,삼성동,서울특별시 강남구 영동대로 513,37.51182391,127.059159,02-700-7200,www.coexaqua.com,,연중무휴,,Y,,Y,Y,Y,연령제한없음,,,
,CRCOLLECTIVE,유아동반문화시설,문화시설,전시/공연,마포구,연남동,서울특별시 마포구 성미산로 120,37.5624839,126.9202833,02-333-0022,http://cr-collective.co.kr/,,"일요일, 월요일",,N,,N,N,Y,연령제한없음,,,
,DGBD,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 잔다리로 23,37.55073973,126.9202392,02-322-3792,,,,,Y,,N,N,Y,연령제한없음,,,
,DGT 아트센터,유아동반문화시설,문화시설,전시/공연,마포구,염리동,서울특별시 마포구 독막로 308,37.54364576,126.9468933,0507-1388-1328,http://dgtartcenter.com/,,연중무휴,,N,,N,N,N,노키즈존,,,
,E스포츠명예의전당,유아동반문화시설,문화시설,전시/공연,마포구,상암동,서울특별시 마포구 매봉산로 31,37.57572697,126.8899726,070-4225-0975,http://esportshistory.kr,,월요일,,N,,N,N,Y,연령제한없음,,,
,EV6언플러그드그라운드,유아동반문화시설,문화시설,전시/공연,성동구,성수1가2동,서울특별시 성동구 상원4길 10,37.54697631,127.0495486,02-2039-8244,http://ev6unpluggedground.kia.com,,"마지막째 주 월요일, 1월 1일, 명절 당일과 다음날",,N,,N,N,Y,8세 미만 전시차량 운전석 탑승시 보호자 동반 필요,,,
,G&J갤러리,유아동반문화시설,문화시설,전시/공연,종로구,관훈동,서울특별시 종로구 인사동길 41-1,37.57387983,126.9846009,02-725-0040,,,명절 당일,,N,,N,N,Y,연령제한없음,,,
,G밸리기업시민청,유아동반문화시설,문화시설,전시/공연,금천구,가산동,서울특별시 금천구 디지털로10길 9,37.47761902,126.8890553,02-2136-4707,,,"주말, 공휴일, 1월 1일",,Y,,N,N,Y,연령제한없음,,,
,GURO어린이건강체험관,유아동반문화시설,문화시설,전시/공연,구로구,개봉동,서울특별시 구로구 고척로25길 7,37.50219095,126.8471221,02-2612-2439,,,"주말, 공휴일",,N,,N,N,Y,연령제한없음,,,
,HAPPYSCREEN,유아동반문화시설,문화시설,전시/공연,종로구,서린동,서울특별시 종로구 종로 26,37.56969128,126.9803038,,,,주말,,N,,N,N,Y,연령제한없음,,,
,Human Art Museum,유아동반문화시설,문화시설,전시/공연,성동구,성수1가2동,서울특별시 성동구 서울특별시숲2길 46-12,37.54607204,127.0434422,0507-1410-5527,https://humanartmuseum.com/,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,IPAC 뮤직홀,유아동반문화시설,문화시설,전시/공연,서초구,서초동,서울특별시 서초구 효령로52길 16,37.48361806,127.0128356,0507-1376-7207,https://ipac.or.kr/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,JBK컨벤션홀,유아동반문화시설,문화시설,전시/공연,강남구,삼성동,서울특별시 강남구 봉은사로 619,37.51502737,127.0631168,02-547-6551,http://jbktower.com/g5/,,주말,,Y,,N,N,Y,연령제한없음,,,
,JCC아트센터,유아동반문화시설,문화시설,전시/공연,종로구,혜화동,서울특별시 종로구 창경궁로35길 29,37.58718318,127.0018857,02-2138-7373,https://www.jeijcc.org/intro.html,,,,N,,Y,N,Y,연령제한없음,,,
,JS아트홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 94,37.58243263,127.004358,070-4480-1239,,,,,Y,,N,N,Y,연령제한없음,,,
,JTN아트홀,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 26,37.57664412,127.0039323,02-779-1595,https://www.jtnarthall.com:447/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,JTN아트홀1관,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 26,37.57664412,127.0039323,02-779-1595,http://jtnarthall.com/,,연중무휴,,Y,,N,N,N,공연별 상이,,,
,JTN아트홀2관,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 26,37.57664412,127.0039323,02-779-1595,http://www.jtnarthall.com/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,JTN아트홀3관,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 26,37.57664412,127.0039323,0507-1302-1596,http://jtnarthall.com/,,연중무휴,,Y,,N,N,N,공연별 상이,,,
,JTN아트홀4관,유아동반문화시설,문화시설,전시/공연,종로구,이화동,서울특별시 종로구 이화장길 26,37.57664412,127.0039323,02-779-1595,http://jtnarthall.com/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,JYART갤러리,유아동반문화시설,문화시설,전시/공연,종로구,소격동,서울특별시 종로구 북촌로5가길 25,37.5805685,126.9817511,0507-1418-8268,,,월요일,,N,,N,N,Y,연령제한없음,,,
,K현대미술관,유아동반문화시설,문화시설,전시/공연,강남구,신사동,서울특별시 강남구 선릉로 807,37.52437942,127.0391717,02-2138-0952,http://kmcaseoul.org/,,월요일,,Y,,N,N,Y,연령제한없음,,,
,KB청춘마루,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 홍익로 18,37.55422005,126.9230101,02-3144-7744,,,명절 당일,,N,,N,N,Y,연령제한없음,,,
,KBS교향악단,유아동반문화시설,문화시설,전시/공연,영등포구,여의도동,서울특별시 영등포구 여의공원로 13,37.52596989,126.9167168,02-6099-7408,,,,,N,,N,N,Y,연령제한없음,,,
,KBS아레나,유아동반문화시설,문화시설,전시/공연,강서구,화곡동,서울특별시 강서구 공항대로 376,37.55684827,126.8471934,02-2600-8851,https://kbsbiz.co.kr/kbsarena/kbs%ec%95%84%eb%a0%88%eb%82%98/,,,,N,,N,N,Y,연령제한없음,,,
,KBS홀,유아동반문화시설,문화시설,전시/공연,영등포구,여의도동,서울특별시 영등포구 여의공원로 13,37.52596989,126.9167168,02-781-1000,https://office.kbs.co.kr/hall/,,연중무휴,,Y,,Y,N,Y,공연별 상이,,,
,KFESTIVALMESSE,유아동반문화시설,문화시설,전시/공연,금천구,가산동,서울특별시 금천구 가산디지털1로 205,37.48393878,126.8795739,02-6111-8804,http://www.kfef.co.kr/,,,,N,,N,N,N,연령제한없음,,,
,KOCCA뮤직스튜디오,유아동반문화시설,문화시설,전시/공연,송파구,방이동,서울특별시 송파구 올림픽로 424,37.5203397,127.1155179,061-900-6461,https://www.kocca.kr/kocca/subPage.do?menuNo=204810,,,,N,,Y,Y,Y,연령제한없음,,,
,KOCCA콘텐츠문화광장,유아동반문화시설,문화시설,전시/공연,동대문구,청량리동,서울특별시 동대문구 회기로 66,37.59072601,127.0448974,02-6310-0720,https://edu.kocca.kr/testbed/main/contents.do?menuNo=700101,,"교육, 대관별 상이",,Y,,N,N,Y,교육별 상이,,,
,KOCCA콘텐츠시연장,유아동반문화시설,문화시설,전시/공연,동대문구,청량리동,서울특별시 동대문구 회기로 66,37.59072601,127.0448974,02-6310-0720,,,,,N,,N,N,Y,연령제한없음,,,
,KONTEMPORARY1,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로54길 48,37.53634022,127.001269,,,,월요일 화요일,,Y,,N,N,Y,연령제한없음,,,
,KOTRA무역자료실,유아동반문화시설,문화시설,전시/공연,강남구,삼성동,서울특별시 강남구 영동대로 511,37.51035685,127.0610238,02-3460-7406,http://dl.kotra.or.kr/#/search/ex,,"주말, 공휴일",,N,,N,N,Y,연령제한없음,,,
,KREIS,유아동반문화시설,문화시설,전시/공연,광진구,능동,서울특별시 광진구 천호대로 642-1,37.55321091,127.0883464,0507-1312-7275,http://pf.kakao.com/_xjGxmVC,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,KT&G상상마당,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 어울마당로 65,37.5509577,126.921063,02-330-6200,https://www.ktng.com/culture,,공휴일(전화문의),,N,,N,N,Y,연령제한없음,,,
,KT&G상상마당,유아동반문화시설,문화시설,전시/공연,강남구,대치동,서울특별시 강남구 영동대로 416,37.50658411,127.0653266,02-3404-4311,https://www.sangsangmadang.com/main/DC,,,,N,,N,N,Y,연령제한없음,,,
,KT&G상상마당라이브홀,유아동반문화시설,문화시설,전시/공연,마포구,서교동,서울특별시 마포구 어울마당로 65,37.5509577,126.921063,02-2014-2024,https://www.sangsangmadang.com/show/HD,,일요일,,N,,N,N,Y,연령제한없음,,,
,KT스퀘어,유아동반문화시설,문화시설,전시/공연,종로구,종로1.2.3.4가동,서울특별시 종로구 세종대로 178,37.57215064,126.9777916,1577-5599,https://corp.kt.com/html/promote/culture/culture.html?menuid=trigger_square,,주말,,N,,N,N,Y,연령제한없음,,,
,LEEUM,유아동반문화시설,문화시설,전시/공연,용산구,한남동,,37.5381761,126.9989087,02-2014-6900,http://www.leeum.org/,,"월요일, 1월 1일, 명절 당일",,N,,Y,Y,Y,연령제한없음,,,
,LEEUM리움삼성아동교육문화센터,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로55길 48,37.53817123,126.9986187,02-2014-6835,http://child.samsungfoundation.org/index.asp,,,,N,,Y,Y,Y,연령제한없음,,,
,LG아트센터,유아동반문화시설,문화시설,전시/공연,강서구,마곡동,서울특별시 강서구 마곡중앙로 136,37.56536299,126.8293888,1661-0017,https://www.lgart.com/home/ko/main,,공연별 상이,,N,,N,N,N,공연별 상이,,,
,LGU홈미디어체험관,유아동반문화시설,문화시설,문화관광/명소,용산구,한강로동,서울특별시 용산구 한강대로 32,37.52378796,126.9635089,070-4080-3000,,,,,N,,N,N,Y,연령제한없음,,,
,LIG아트홀,유아동반문화시설,문화시설,전시/공연,강남구,역삼동,서울특별시 강남구 테헤란로 117,37.49915978,127.0302641,02-331-0094,http://www.ligarthall.kr/,,,,N,,N,N,Y,연령제한없음,,,
,LIG아트홀합정,유아동반문화시설,문화시설,전시/공연,마포구,합정동,서울특별시 마포구 양화로 19,37.54913801,126.9112477,02-331-0094,http://cclightway.com/,,,,Y,,N,N,Y,연령제한없음,,,
,MBC애드컴,유아동반문화시설,문화시설,전시/공연,중구,남대문로3가,서울특별시 중구 남대문로 18-2,37.56086547,126.9777294,02-3279-3322,,,,,N,,N,N,Y,연령제한없음,,,
,MBC월드,유아동반문화시설,문화시설,전시/공연,마포구,상암동,서울특별시 마포구 성암로 267,37.58112342,126.890989,02-780-0011,http://www.imbc.com/,,,,N,,Y,Y,Y,연령제한없음,,,
,MJ문화센터,유아동반문화시설,문화시설,전시/공연,종로구,내수동,서울특별시 종로구 사직로8길 42,37.5737729,126.9731257,02-499-0311,,,,,N,,N,N,Y,연령제한없음,,,
,MSTAGE,유아동반문화시설,문화시설,전시/공연,서대문구,창천동,서울특별시 서대문구 연세로5가길 18,37.55741097,126.9357284,1811-7476,https://www.mstage4u.com/,,,,N,,N,N,Y,연령제한없음,,,
,MUSEUM209,유아동반문화시설,문화시설,전시/공연,송파구,신천동,서울특별시 송파구 잠실로 209,37.51387107,127.1063644,02-6953-8016,,,월요일,,Y,,N,N,Y,연령제한없음,,,
,NC문화재단HALL,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 이화장길 100,37.57980424,127.0046166,02-6320-2411,https://www.ncfoundation.or.kr/main,,,,N,,N,N,Y,연령제한없음,,,
,NEMO,유아동반문화시설,문화시설,전시/공연,용산구,한남동,서울특별시 용산구 이태원로 294,37.54086944,127.0024853,02-6399-7552,http://www.bluesquare.kr/Rent/Facilities.asp?m_menu=rent&s_menu=fac,,전시별 상이,,Y,,N,N,N,전시별 상이,,,
,NH아트홀,유아동반문화시설,문화시설,전시/공연,중구,소공동,서울특별시 중구 통일로 120,37.56578544,126.9675766,02-3143-5959,,,공연별 상이,,Y,,N,N,N,공연별 상이,,,
,OCTOBERSEOUL,유아동반문화시설,문화시설,전시/공연,송파구,장지동,서울특별시 송파구 위례광장로 230,37.47861711,127.1437588,02-6405-1090,,,,,Y,,N,N,Y,연령제한없음,,,
,ROOM,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 대학로10길 12,37.58161494,127.0028075,0507-1377-2335,,,,,N,,N,N,Y,연령제한없음,,,
,S앤T커뮤니케이션,유아동반문화시설,문화시설,전시/공연,서초구,방배동,서울특별시 서초구 방배로 28,37.47754667,127.0006227,02-3471-8871,http://ksnt.kr/main/index.php,,,,N,,N,N,Y,연령제한없음,,,
,SAN리허설스튜디오,유아동반문화시설,문화시설,전시/공연,서초구,양재동,서울특별시 서초구 남부순환로350길 54,37.48262222,127.0369553,02-578-6756,,,,,Y,,N,N,Y,연령제한없음,,,
,SCC선아트홀,유아동반문화시설,문화시설,전시/공연,서초구,양재동,서울특별시 서초구 동산로 44,37.47109992,127.0438459,02-3434-4923,https://www.sccsunarthall.com/,,연중무휴,,Y,,N,N,Y,연령제한없음,,,
,SCC홀,유아동반문화시설,문화시설,전시/공연,서초구,서초동,서울특별시 서초구 남부순환로325길 9,37.48173214,127.0145111,02-3434-4900,http://www.scc-hall.com/,,공연별 상이,,Y,,N,N,Y,공연별 상이,,,
,SEMA벙커,유아동반문화시설,문화시설,문화관광/명소,영등포구,여의도동,서울특별시 영등포구 국제금융로 10,37.52517752,126.9248767,02-2124-8800,,,"목요일, 1월 1일",,N,,N,N,Y,연령제한없음,,,
,SEMA창고,유아동반문화시설,문화시설,전시/공연,은평구,녹번동,서울특별시 은평구 통일로 684,37.60940705,126.9349539,02-2124-8946,https://sema.seoul.go.kr/kr/visit/sema_warehouse,,"목요일, 1월 1일",,N,,N,N,Y,연령제한없음,,,
,SETEC,유아동반문화시설,문화시설,전시/공연,강남구,대치동,서울특별시 강남구 남부순환로 3104,37.49567866,127.071912,02-2187-4600,http://www.setec.or.kr/,,,,N,,Y,N,Y,연령제한없음,,,
,SH아트홀,유아동반문화시설,문화시설,전시/공연,종로구,동숭동,서울특별시 종로구 동숭길 25,37.57990114,127.0035688,02-747-2265,,,,,Y,,N,N,Y,연령제한없음,,,
,SK텔레콤홍보관티움,유아동반문화시설,문화시설,전시/공연,중구,명동,서울특별시 중구 을지로 65,37.56648804,126.985128,02-6353-6665,http://tum.sktelecom.com/,,"주말, 공휴일",,N,,N,Y,Y,연령제한없음,,,
,SOUND360,유아동반문화시설,문화시설,전시/공연,서초구,서초동,서울특별시 서초구 효령로52길 57,37.48181402,127.0131881,02-734-3348,https://www.sound360studio.com/,,,,N,,N,N,Y,연령제한없음,,,
,SPACEXX,유아동반문화시설,문화시설,전시/공연,영등포구,문래동,서울특별시 영등포구 도림로128가길 1,37.51442403,126.8957677,,,,월요일,,Y,,N,N,N,전시별 상이,,,
,st홀,유아동반문화시설,문화시설,전시/공연,마포구,노고산동,서울특별시 마포구 신촌로20길 19,37.55447963,126.9385345,02-718-3487,,,주말,,N,,N,N,Y,연령제한없음,,,
,T팩토리,유아동반문화시설,문화시설,전시/공연,마포구,동교동,서울특별시 마포구 양화로 144,37.55534364,126.922394,070-7470-0001,https://www.tfactory.co.kr/main/store,,3번째 월요일,,N,,N,N,Y,연령제한없음,,,
,TheK아트홀,유아동반문화시설,문화시설,전시/공연,서초구,양재동,서울특별시 서초구 바우뫼로12길 70,37.4682875,127.0330647,02-571-8100,http://ww1.thek-arthall.com/,,,,N,,N,N,Y,연령제한없음,,,
,TVNJUNGLE,유아동반문화시설,문화시설,전시/공연,용산구,한강로동,서울특별시 용산구 한강대로23길 55,37.5297718,126.9647415,02-1670-1525,,,연중무휴,,N,,N,N,Y,연령제한없음,,,
,VK아트홀,유아동반문화시설,문화시설,전시/공연,동작구,대방동,서울특별시 동작구 등용로 106-1,37.51077107,126.9322521,02-825-6208,,,,,N,,N,N,Y,연령제한없음,,,
,VOFOL,유아동반문화시설,문화시설,전시/공연,광진구,화양동,서울특별시 광진구 동일로 170,37.5472031,127.0670638,070-4193-8477,http://www.vofol.com/,,,,Y,,N,N,N,미성년자 출입불가,,,
,WWW SPACE,유아동반문화시설,문화시설,전시/공연,마포구,망원동,서울특별시 마포구 망원로6길 37,37.55528301,126.9037876,,https://www.wwwspace.kr/,,"월요일, 화요일",,N,,N,N,Y,연령제한없음,,,
,대모산 유아숲체험원,유아숲체험원,자연,숲체험원,강남구,일원동,서울특별시 강남구 일원동 436-6,,,,,,,야외,,,,,,,,,
