,주차장코드,주차장명,주소,주차장 종류명,운영구분명,전화번호,주차현황 정보 제공여부명,총 주차면,유무료구분명,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도,자치구,has_coords,has_capacity,null_count
1275,1663685,공유) 08-07(구),성동구 응봉동 193-115,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:20:45,무료,무료,0.0,1120010800004.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1276,1663721,공유) 11-10(구),성동구 금호동3가 1344-50,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:34:27,무료,무료,0.0,1120011100003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1277,1663726,공유) 10-04(구),성동구 금호동3가 620-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:33:58,무료,무료,0.0,1120011100001.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1278,1663777,공유) 14-03(구),성동구 옥수동 558-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:39:02,무료,무료,0.0,1120011300002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1279,1663950,공유) 18-23(구),성동구 성수동2가 280-25,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 09:28:14,무료,무료,0.0,1120011500021.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1280,1663952,공유) 18-23(구),성동구 성수동2가 280-25 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 09:28:14,무료,무료,0.0,1120011500021.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1281,1663985,공유) 18-04(구),성동구 성수동2가 300-15 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 10:35:41,무료,무료,0.0,1120011500028.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1282,1664022,공유) 08-02(구),성동구 응봉동 265-317,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:20:27,무료,무료,0.0,1120010800002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1283,1664136,공유) 08-01(구),성동구 응봉동 265-314,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:20:16,무료,무료,0.0,1120010800001.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1284,1664182,공유) 15-12(구),성동구 성수동1가 34-9 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 13:51:47,무료,무료,0.0,1120011400007.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1285,1664245,공유) 09-05(구),성동구 금호동1가 633-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,미연계중,1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:33:21,무료,무료,0.0,1120010900003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1286,1664246,공유) 09-05(구),성동구 금호동1가 633-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,미연계중,1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-17 09:55:59,무료,무료,0.0,1120010900003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1287,1664249,공유) 09-05(구),성동구 금호동1가 633-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,미연계중,1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:33:21,무료,무료,0.0,1120010900003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1288,1664255,공유) 10-02(구),성동구 금호동2가 501-124,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:33:47,무료,무료,0.0,1120011000003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1289,1664367,공유) 12-02(구),성동구 금호동4가 633-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:34:45,무료,무료,0.0,1120011200002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1290,1664399,공유) 03-14(구),성동구 도선동 338-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:14:23,무료,무료,0.0,1120010400003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1291,1664402,공유) 18-21(구),성동구 성수동2가 279-1,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 09:32:16,무료,무료,0.0,1120011500022.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1292,1664414,공유) 16-17(구),성동구 성수동1가 13-219,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:23:34,무료,무료,0.0,1120011400015.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1293,1664425,공유) 15-01(구),성동구 성수동1가 656-488,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:39:16,무료,무료,0.0,1120011400004.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1294,1664461,공유) 12-01(구),성동구 금호동4가 1507-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-04-29 12:13:59,무료,무료,0.0,1120011200001.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1295,1664487,공유) 03-06(구),성동구 홍익동 364-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-04-29 11:52:19,무료,무료,0.0,1120010300003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1296,1664520,공유) 16-31(구),성동구 성수동1가 10-3,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-04 10:50:31,무료,무료,0.0,1120011400021.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1297,1664554,공유) 15-06(구),성동구 성수동1가 656-1661,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:49:15,무료,무료,0.0,1120011400006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1298,1664612,공유) 16-03(구),성동구 성수동1가 656-1264 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-02 10:42:19,무료,무료,0.0,1120011400017.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1299,1664666,공유) 18-14(구),성동구 성수동2가 278-32,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 09:56:57,무료,무료,0.0,1120011500025.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1300,1664685,공유) 09-02(구),성동구 금호동1가 1758-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:21:57,무료,무료,0.0,1120010900002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1301,1664695,금호동1가 179-58 노상주차장(구),성동구 금호동1가 1758-0,노상 주차장,시간제 주차장,,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,무료,야간 미개방,0.0,2400.0,0.0,2400.0,0.0,2400.0,2023-07-24 09:46:58,무료,무료,0.0,1120010900002.0,0.0,0.0,0.0,0.0,0.0,,,성동구,0,1,3
1302,1664728,공유) 16-04(구),성동구 성수동1가 656-373 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-02 10:50:05,무료,무료,0.0,1120011400018.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1303,1664765,공유) 16-30(구),성동구 성수동1가 8-49,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-04 10:38:51,무료,무료,0.0,1120011400020.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1304,1664800,공유) 11-05(구),성동구 금호동3가 1331-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:34:16,무료,무료,0.0,1120011100002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1305,1664824,공유) 16-06(구),성동구 성수동1가 7-15,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 10:53:04,무료,무료,0.0,1120011400011.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1306,1664952,공유) 16-14(구),성동구 성수동1가 13-219,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:27:38,무료,무료,0.0,1120011400014.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1307,1664968,공유) 18-01(구),성동구 성수동2가 284-109,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 10:58:24,무료,무료,0.0,1120011500031.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1308,1665027,공유) 08-10(구),성동구 응봉동 228-55,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:20:54,무료,무료,0.0,1120010800005.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1309,1665084,공유) 18-03(구),성동구 성수동2가 289-279 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 10:39:46,무료,무료,0.0,1120011500029.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1310,1665096,공유) 18-02(구),성동구 성수동2가 284-68 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-07 10:53:27,무료,무료,0.0,1120011500030.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1311,1665102,공유) 15-03(구),성동구 성수동1가 656-421,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:39:28,무료,무료,0.0,1120011400005.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1312,1665144,공유) 09-02(구),성동구 금호동1가 1758-0 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2023-07-26 10:33:47,무료,무료,0.0,1120010900089.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1313,1665172,공유) 16-09(구),성동구 성수동1가 13-298,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 10:52:46,무료,무료,,1120011400012.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,3
1314,1665201,공유) 15-25(구),성동구 성수동1가 656-421,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-02 09:56:38,무료,무료,0.0,1120011400010.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1315,1665229,공유) 08-12(구),성동구 응봉동 265-110,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:21:47,무료,무료,0.0,1120010800006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1316,1665231,공유) 08-12(구),성동구 응봉동 265-110,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:21:47,무료,무료,0.0,1120010800006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1317,1665245,공유) 08-12(구),성동구 응봉동 265-110,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:21:47,무료,무료,0.0,1120010800006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1318,1665251,공유) 10-05(구),성동구 금호동2가 501-36,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:34:07,무료,무료,0.0,1120011000004.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1319,1665287,공유) 15-23(구),성동구 성수동1가 656-243,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-07-22 11:13:57,무료,무료,0.0,1120011400009.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1320,1665315,공유) 18-11(구),성동구 성수동2가 278-3 ,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-07 09:59:31,무료,무료,0.0,1120011500026.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1321,1665332,공유) 08-12(구),성동구 응봉동 265-110,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:21:47,무료,무료,0.0,1120010800006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1322,1665478,공유) 16-10(구),성동구 성수동1가 13-219,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 10:50:49,무료,무료,0.0,1120011400013.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1323,1665511,공유) 15-27(구),성동구 성수동1가 22-27,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-04-29 11:54:23,무료,무료,0.0,1120011400003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1324,1665635,공유) 02-06(구),성동구 하왕십리동 1018-7,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:12:47,무료,무료,0.0,1120010200005.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1325,1665642,공유) 04-15(구),성동구 마장동 772-2,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:16:14,무료,무료,0.0,1120010500008.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1326,1665670,공유) 03-10(구),성동구 홍익동 429-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:14:11,무료,무료,0.0,1120010300005.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1327,1665702,공유) 04-18(구),성동구 마장동 790-1,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:16:53,무료,무료,0.0,1120010500011.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1328,1665721,공유) 02-10(구),성동구 행당동 325-6,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:13:29,무료,무료,0.0,1120010700003.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1329,1665746,공유) 04-18(구),성동구 마장동 790-1,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:16:53,무료,무료,0.0,1120010500011.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1330,1665753,공유) 07-05(구),성동구 행당동 341-102,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:20:04,무료,무료,0.0,1120010700010.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1331,1665843,공유) 03-01(구),성동구 홍익동 437-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:13:41,무료,무료,0.0,1120010300004.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1332,1665898,공유) 04-55(구),성동구 마장동 829-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:18:04,무료,무료,0.0,1120010500018.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1333,1665982,공유) 05-05(구),성동구 행당동 4-12,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-04-29 12:11:53,무료,무료,0.0,1120010700005.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1334,1666023,공유) 03-07(구),성동구 도선동 414-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:14:01,무료,무료,0.0,1120010400002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1335,1666061,공유) 04-50(구),성동구 마장동 777-3,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:17:55,무료,무료,0.0,1120010500001.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1336,1666106,공유) 04-02(구),성동구 마장동 456-3,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:15:08,무료,무료,0.0,1120010500002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1337,1666158,공유) 05-09(구),성동구 사근동 293-7,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-04-29 11:53:38,무료,무료,0.0,1120010600002.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1338,1666166,공유) 04-19(구),성동구 마장동 792-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:17:02,무료,무료,0.0,1120010500012.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1339,1666172,공유) 06-05(구),성동구 행당동 279-6,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:19:38,무료,무료,0.0,1120010700007.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1340,1666203,공유) 04-01(구),성동구 하왕십리동 258-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:14:59,무료,무료,0.0,1120010200008.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1341,1666218,공유) 04-04(구),성동구 마장동 460-22,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-03-02 09:37:28,무료,무료,0.0,1120010500019.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1342,1666236,공유) 04-24(구),성동구 마장동 497-12,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:17:36,무료,무료,0.0,1120010500016.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1343,1666246,공유) 05-08(구),성동구 사근동 190-62,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:18:34,무료,무료,0.0,1120010600001.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1344,1666271,공유) 06-11(구),성동구 행당동 317-31,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:19:46,무료,무료,0.0,1120010700008.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
1345,1666278,공유) 06-02(구),성동구 행당동 139-0,노상 주차장,시간제 + 거주자 주차장,02-2204-7970,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,유료,야간 미개방,830.0,1900.0,830.0,1900.0,830.0,1900.0,2022-02-25 11:19:25,무료,무료,0.0,1120010700006.0,900.0,30.0,900.0,30.0,10000.0,,,성동구,0,1,2
